Received new setpoint, speed, duration: 255, 280933
Calc'd Final Speed: 0.23
8806888|255|-3741|-106.28|-308.40|5|978
8808349|255|-3750|-106.53|-334.80|5|937
8809862|255|-3760|-106.82|-325.30|5|941
8811336|255|-3770|-107.10|-304.00|5|938
8812838|255|-3779|-107.36|-317.60|5|937
8814292|255|-3789|-107.64|-330.90|5|936
8815816|255|-3799|-107.93|-318.40|6|937
8817312|255|-3808|-108.18|-297.20|5|939
8818832|255|-3818|-108.47|-348.60|5|939
8820337|255|-3828|-108.75|-345.70|6|938
8821828|255|-3838|-109.03|-340.40|5|939
8823332|255|-3847|-109.29|-319.70|5|939
8824841|255|-3857|-109.57|-319.80|6|937
8826333|255|-3866|-109.83|-316.00|5|939
8827838|255|-3876|-110.11|-302.90|5|941
8829313|255|-3886|-110.40|-302.90|6|938
8830822|255|-3896|-110.68|-321.70|6|938
8832314|255|-3905|-110.94|-308.60|5|939
8833821|255|-3915|-111.22|-308.50|5|937
8835293|255|-3924|-111.48|-328.60|6|940
8836801|255|-3934|-111.76|-325.10|5|936
8838283|255|-3944|-112.05|-291.70|6|956
8839812|255|-3954|-112.33|-342.50|5|956
8841279|255|-3963|-112.59|-313.40|5|937
8842786|255|-3973|-112.87|-334.10|6|938
8844239|255|-3982|-113.12|-293.50|5|956
8845763|255|-3992|-113.41|-327.70|5|967
8847212|255|-4002|-113.69|-326.90|6|938
8848723|255|-4012|-113.98|-330.30|5|938
8850218|255|-4021|-114.23|-301.00|6|943
8851747|255|-4031|-114.52|-295.20|6|938
8853233|255|-4041|-114.80|-303.80|5|939
8854754|255|-4050|-115.06|-297.20|5|937
8856247|255|-4060|-115.34|-294.70|42|937
8857784|255|-4070|-115.63|-315.90|6|940
8859275|255|-4080|-115.91|-319.30|5|936
8860808|255|-4090|-116.19|-314.50|5|937
8862288|255|-4099|-116.45|-317.40|6|974
8863836|255|-4110|-116.76|-322.80|5|938
8865323|255|-4119|-117.02|-280.10|5|942
8866849|255|-4129|-117.30|-320.10|5|939
8868344|255|-4138|-117.56|-301.20|10|937
8869868|255|-4148|-117.84|-340.20|5|938
8871343|255|-4158|-118.12|-299.30|5|970
8872868|255|-4168|-118.41|-299.30|6|939
8874319|255|-4178|-118.69|-300.20|5|940
