Received new setpoint, speed, duration: -100.00, 6765933 
Calc'd Final Speed: 0.00 
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us] 
28125310|-47.416|25000|-0|149|-920.21|153
28130318|-47.337|25000|-9|148|-920.39|157
28135314|-47.259|25000|3|149|-920.57|150
28140315|-47.180|25000|1|149|-920.74|150
28145303|-47.102|25000|2|149|-920.92|149
28150301|-47.024|25000|8|149|-921.09|150
28155306|-46.945|25000|1|149|-921.27|150
28160311|-46.867|25000|-0|149|-921.45|149
28165315|-46.788|25000|2|148|-921.62|149
28170301|-46.710|25000|1|148|-921.80|150
28175306|-46.632|25000|1|147|-921.97|149
28180305|-46.553|25000|0|149|-922.15|150
28185307|-46.475|25000|2|149|-922.32|151
28190313|-46.396|25000|-10|149|-922.41|150
28195306|-46.318|25000|14|148|-922.59|150
28200315|-46.239|25000|-2|149|-922.85|150
28205316|-46.161|25000|-0|149|-922.94|150
28210313|-46.083|25000|-0|149|-923.12|150
28215310|-46.004|25000|2|149|-923.29|150
28220308|-45.926|25000|-2|148|-923.47|150
28225311|-45.848|25000|-5|148|-923.64|150
28230311|-45.769|25000|1|149|-923.82|150
28235307|-45.691|25000|0|149|-923.99|150
28240303|-45.612|25000|8|149|-924.08|150
28245311|-45.534|25000|-2|148|-924.35|150
28250314|-45.455|25000|2|149|-924.52|150
28255309|-45.377|25000|-0|149|-924.70|149
28260314|-45.299|25000|-2|148|-924.87|151
28265306|-45.220|25000|4|148|-924.96|149
28270312|-45.142|25000|0|148|-925.22|149
28275312|-45.063|25000|0|149|-925.31|150
28280302|-44.985|25000|-14|149|-925.49|150
28285307|-44.907|25000|-9|149|-925.66|149
28290309|-44.828|25000|3|148|-925.84|150
28295302|-44.750|25000|4|149|-926.02|150
28300313|-44.671|25000|14|148|-926.10|149
28305302|-44.593|25000|-0|148|-926.28|149
28310311|-44.515|25000|1|148|-926.46|151
28315302|-44.436|25000|1|148|-926.63|150
28320318|-44.358|25000|-0|148|-926.81|149
28325306|-44.280|25000|-6|149|-926.89|150
28330300|-44.201|25000|1|149|-927.07|150
28335305|-44.123|25000|-0|148|-927.25|150
28340306|-44.044|25000|1|149|-927.42|151
28345302|-43.966|25000|0|147|-927.51|149
28350308|-43.888|25000|3|148|-927.69|150
28355303|-43.809|25000|3|149|-927.86|149
28360306|-43.731|25000|0|148|-928.04|150
28365303|-43.652|25000|1|149|-928.21|150
28370306|-43.574|25000|-3|148|-928.39|149
28375304|-43.496|25000|-0|148|-928.48|150
28380311|-43.417|25000|1|148|-928.65|151
28385303|-43.339|25000|1|149|-928.83|150
28390310|-43.260|25000|1|149|-929.00|150
28395303|-43.182|25000|1|148|-929.18|150
28400306|-43.104|25000|-1|148|-929.27|149
28405312|-43.025|25000|8|149|-929.44|150
28410300|-42.947|25000|1|148|-929.53|151
28415308|-42.868|25000|4|147|-929.71|149
28420306|-42.790|25000|3|149|-929.88|150
28425307|-42.712|25000|6|148|-929.97|150
28430313|-42.633|25000|-12|149|-930.23|150
28435303|-42.555|25000|1|149|-930.32|151
28440303|-42.477|25000|3|148|-930.50|151
28445313|-42.398|25000|2|148|-930.67|149
28450305|-42.320|25000|3|148|-930.85|151
28455309|-42.241|25000|-4|149|-930.94|150
28460302|-42.163|25000|5|148|-931.11|151
28465305|-42.085|25000|1|149|-931.29|151
28470312|-42.006|25000|1|147|-931.46|149
28475316|-41.928|25000|3|148|-931.55|150
28480312|-41.849|25000|2|148|-931.73|149
28485305|-41.771|25000|2|149|-931.90|149
28490312|-41.692|25000|8|147|-932.08|149
28495314|-41.614|25000|2|149|-932.17|151
28500318|-41.536|25000|8|156|-932.34|150
28505309|-41.457|25000|-0|151|-932.52|149
28510305|-41.379|25000|2|150|-932.61|150
28515309|-41.300|25000|-1|149|-932.70|150
28520311|-41.222|25000|-6|150|-932.87|150
28525308|-41.144|25000|3|152|-933.05|150
28530316|-41.065|25000|0|151|-933.13|149
28535305|-40.987|25000|0|149|-933.31|150
28540305|-40.909|25000|8|148|-933.49|152
28545319|-40.830|25000|1|148|-933.57|152
28550311|-40.752|25000|14|149|-933.75|152
28555311|-40.673|25000|1|157|-933.84|152
28560304|-40.595|25000|-0|148|-934.01|150
28565306|-40.517|25000|1|149|-934.10|153
28570313|-40.438|25000|-1|148|-934.28|150
28575314|-40.360|25000|-9|155|-934.45|151
28580319|-40.281|25000|7|149|-934.54|160
28585303|-40.203|25000|-0|148|-934.72|153
28590307|-40.125|25000|1|148|-934.89|152
28595314|-40.046|25000|0|149|-934.98|152
28600310|-39.968|25000|-0|148|-935.16|151
28605309|-39.889|25000|-7|148|-935.24|151
28610320|-39.811|25000|1|149|-935.42|153
28615300|-39.733|25000|-0|148|-935.60|149
28620308|-39.654|25000|4|148|-935.68|150
28625313|-39.576|25000|1|148|-935.77|150
28630315|-39.497|25000|1|149|-935.95|151
28635303|-39.419|25000|0|147|-936.12|154
28640303|-39.341|25000|-5|148|-936.21|150
28645299|-39.262|25000|0|148|-936.39|149
28650315|-39.184|25000|1|149|-936.47|150
28655315|-39.105|25000|8|148|-936.56|150
28660317|-39.027|25000|0|148|-936.74|151
28665301|-38.949|25000|1|148|-936.83|149
28670311|-38.870|25000|0|149|-937.00|150
28675307|-38.792|25000|1|148|-937.18|149
28680311|-38.713|25000|1|149|-937.27|149
28685308|-38.635|25000|4|149|-937.44|150
28690299|-38.557|25000|-1|147|-937.53|149
28695309|-38.478|25000|1|148|-937.71|149
28700314|-38.400|25000|1|148|-937.79|150
28705314|-38.321|25000|1|149|-937.97|149
28710300|-38.243|25000|5|148|-938.06|151
28715306|-38.165|25000|1|149|-938.23|150
28720302|-38.086|25000|-2|148|-938.32|150
28725313|-38.008|25000|1|147|-938.50|149
28730300|-37.929|25000|1|149|-938.67|150
28735306|-37.851|25000|1|148|-938.76|151
28740309|-37.773|25000|4|149|-938.94|150
28745302|-37.694|25000|-9|148|-939.02|150
28750311|-37.616|25000|1|148|-939.11|150
28755307|-37.537|25000|-2|149|-939.29|150
28760304|-37.459|25000|1|148|-939.46|151
28765313|-37.381|25000|-7|148|-939.55|150
28770305|-37.302|25000|-12|149|-939.64|151
28775310|-37.224|25000|1|149|-939.81|150
28780301|-37.146|25000|1|148|-939.90|149
28785315|-37.067|25000|-1|149|-940.08|150
28790303|-36.989|25000|1|148|-940.17|150
28795312|-36.910|25000|3|149|-940.34|149
28800311|-36.832|25000|1|149|-940.43|149
28805300|-36.754|25000|4|148|-940.52|149
28810301|-36.675|25000|-5|149|-940.69|150
28815314|-36.597|25000|4|147|-940.78|150
28820314|-36.518|25000|1|148|-940.87|150
28825303|-36.440|25000|1|149|-941.04|150
28830311|-36.361|25000|-2|149|-941.13|150
28835317|-36.283|25000|-0|148|-941.31|150
28840307|-36.205|25000|4|147|-941.40|149
28845309|-36.126|25000|1|148|-941.57|150
28850303|-36.048|25000|8|149|-941.66|150
28855315|-35.969|25000|1|148|-941.84|150
28860315|-35.891|25000|3|148|-942.01|149
28865304|-35.813|25000|-2|148|-942.10|150
28870313|-35.734|25000|2|148|-942.19|150
28875300|-35.656|25000|4|148|-942.36|150
28880306|-35.577|25000|1|149|-942.45|150
28885303|-35.499|25000|1|148|-942.54|149
28890308|-35.421|25000|-2|148|-942.63|150
28895306|-35.342|25000|1|149|-942.80|149
28900311|-35.264|25000|1|146|-942.89|149
28905315|-35.185|25000|1|149|-942.98|150
28910317|-35.107|25000|-5|148|-943.07|149
28915313|-35.029|25000|3|149|-943.24|150
28920316|-34.950|25000|-54|149|-943.33|150
28925305|-34.872|25000|8|148|-943.42|150
28930312|-34.793|25000|1|149|-943.51|149
28935304|-34.715|25000|-51|148|-943.59|150
28940301|-34.637|25000|4|147|-943.68|150
28945315|-34.558|25000|1|148|-943.86|149
28950303|-34.480|25000|6|148|-943.95|149
28955307|-34.401|25000|1|147|-944.03|150
28960309|-34.323|25000|6|149|-944.12|151
28965305|-34.245|25000|1|148|-944.30|150
28970312|-34.166|25000|14|148|-944.38|150
28975305|-34.088|25000|6|149|-944.47|149
28980299|-34.010|25000|1|149|-944.56|150
28985305|-33.931|25000|8|148|-944.74|149
28990314|-33.853|25000|2|148|-944.82|149
28995309|-33.774|25000|-2|148|-945.00|149
29000314|-33.696|25000|1|157|-945.09|151
29005306|-33.618|25000|1|150|-945.18|151
29010307|-33.539|25000|2|150|-945.35|151
29015308|-33.461|25000|14|149|-945.44|150
29020308|-33.382|25000|1|148|-945.62|150
29025313|-33.304|25000|14|150|-945.70|150
29030310|-33.226|25000|0|148|-945.79|151
29035305|-33.147|25000|1|149|-945.88|152
29040316|-33.069|25000|1|149|-946.05|151
29045312|-32.990|25000|1|148|-946.14|151
29050320|-32.912|25000|0|148|-946.23|152
29055313|-32.834|25000|1|153|-946.41|151
29060309|-32.755|25000|3|148|-946.49|151
29065304|-32.677|25000|-53|149|-946.58|152
29070314|-32.598|25000|1|148|-946.67|150
29075301|-32.520|25000|3|148|-946.85|151
29080309|-32.442|25000|4|149|-946.93|153
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
29085377|-32.363|25000|3|148|-947.02|152
29090311|-32.285|25000|-9|149|-947.11|151
29095306|-32.206|25000|1|149|-947.20|152
29100309|-32.128|25000|-6|149|-947.37|151
29105312|-32.050|25000|-2|149|-947.46|156
29110323|-31.971|25000|4|149|-947.55|160
29115303|-31.893|25000|1|149|-947.72|151
29120308|-31.814|25000|8|148|-947.81|150
29125313|-31.736|25000|-49|148|-947.81|151
29130304|-31.658|25000|-3|148|-947.99|152
29135315|-31.579|25000|1|148|-947.99|159
29140302|-31.501|25000|4|147|-948.08|149
29145306|-31.422|25000|-1|149|-948.25|150
29150312|-31.344|25000|1|147|-948.34|150
29155304|-31.266|25000|1|149|-948.43|150
29160300|-31.187|25000|1|149|-948.52|150
29165303|-31.109|25000|-2|149|-948.69|150
29170309|-31.030|25000|1|148|-948.78|149
29175302|-30.952|25000|1|148|-948.87|149
29180308|-30.874|25000|3|148|-948.96|150
29185308|-30.795|25000|3|148|-949.04|150
29190313|-30.717|25000|5|149|-949.13|149
29195313|-30.638|25000|-5|149|-949.22|151
29200316|-30.560|25000|0|149|-949.39|150
29205313|-30.482|25000|8|148|-949.48|150
29210305|-30.403|25000|4|148|-949.57|151
29215315|-30.325|25000|0|148|-949.66|150
29220300|-30.247|25000|5|148|-949.75|149
29225305|-30.168|25000|1|148|-949.83|150
29230315|-30.090|25000|-51|149|-949.92|149
29235309|-30.011|25000|-0|147|-950.10|150
29240307|-29.933|25000|6|149|-950.10|150
29245303|-29.854|25000|1|148|-950.19|149
29250304|-29.776|25000|6|149|-950.27|150
29255300|-29.698|25000|1|149|-950.36|149
29260312|-29.619|25000|3|148|-950.45|151
29265310|-29.541|25000|-0|149|-950.54|150
29270311|-29.462|25000|1|148|-950.62|151
29275304|-29.384|25000|-12|148|-950.71|149
29280302|-29.306|25000|0|148|-950.80|150
29285305|-29.227|25000|-0|149|-950.89|151
29290306|-29.149|25000|-1|148|-950.98|151
29295311|-29.070|25000|1|149|-951.06|149
29300308|-28.992|25000|2|148|-951.15|149
29305300|-28.914|25000|-52|148|-951.24|149
29310302|-28.835|25000|0|148|-951.42|149
29315310|-28.757|25000|-6|149|-951.50|150
29320308|-28.678|25000|4|149|-951.59|150
29325305|-28.600|25000|8|148|-951.68|149
29330316|-28.522|25000|14|148|-951.77|150
29335311|-28.443|25000|5|148|-951.86|150
29340307|-28.365|25000|1|148|-951.94|149
29345312|-28.286|25000|-2|148|-952.03|150
29350308|-28.208|25000|1|149|-952.12|151
29355302|-28.130|25000|5|149|-952.21|150
29360302|-28.051|25000|1|149|-952.29|150
29365313|-27.973|25000|1|148|-952.38|150
29370314|-27.894|25000|1|149|-952.47|150
29375311|-27.816|25000|1|149|-952.56|149
29380313|-27.738|25000|1|147|-952.65|150
29385316|-27.659|25000|-1|148|-952.65|151
29390310|-27.581|25000|0|148|-952.82|150
29395309|-27.502|25000|1|148|-952.91|150
29400311|-27.424|25000|5|149|-953.00|150
29405314|-27.346|25000|3|148|-953.00|149
29410300|-27.267|25000|0|148|-953.17|150
29415309|-27.189|25000|3|148|-953.17|150
29420306|-27.111|25000|1|148|-953.26|150
29425308|-27.032|25000|4|148|-953.35|149
29430306|-26.954|25000|3|149|-953.44|150
29435306|-26.875|25000|-1|148|-953.53|149
29440308|-26.797|25000|8|149|-953.53|150
29445315|-26.718|25000|1|148|-953.70|149
29450317|-26.640|25000|-12|148|-953.79|149
29455301|-26.562|25000|1|148|-953.88|149
29460300|-26.483|25000|-50|148|-953.88|150
29465318|-26.405|25000|1|148|-953.96|150
29470306|-26.327|25000|-51|147|-954.05|150
29475303|-26.248|25000|1|148|-954.14|150
29480309|-26.170|25000|-3|148|-954.23|149
29485307|-26.091|25000|8|148|-954.32|149
29490316|-26.013|25000|4|149|-954.40|151
29495312|-25.934|25000|-53|149|-954.49|150
29500306|-25.856|25000|1|148|-954.58|150
29505313|-25.778|25000|5|149|-954.58|151
29510309|-25.699|25000|-1|148|-954.76|150
29515317|-25.621|25000|-2|148|-954.76|149
29520308|-25.543|25000|1|150|-954.84|151
29525312|-25.464|25000|1|149|-954.93|150
29530301|-25.386|25000|2|148|-955.02|150
29535308|-25.307|25000|8|149|-955.11|150
29540305|-25.229|25000|1|151|-955.11|149
29545310|-25.151|25000|0|151|-955.20|150
29550315|-25.072|25000|0|154|-955.20|150
29555311|-24.994|25000|1|148|-955.28|151
29560304|-24.915|25000|4|148|-955.46|151
29565317|-24.837|25000|3|148|-955.55|151
29570305|-24.759|25000|1|148|-955.55|151
29575316|-24.680|25000|2|148|-955.63|153
29580310|-24.602|25000|1|152|-955.72|151
29585319|-24.523|25000|1|152|-955.81|151
29590326|-24.445|25000|-5|155|-955.90|151
29595308|-24.367|25000|1|148|-955.99|150
29600310|-24.288|25000|1|148|-955.99|161
29605321|-24.210|25000|2|149|-956.07|163
29610302|-24.132|25000|2|149|-956.16|152
29615319|-24.053|25000|5|149|-956.25|153
29620308|-23.975|25000|-0|149|-956.34|151
29625308|-23.896|25000|-0|148|-956.34|152
29630309|-23.818|25000|-2|148|-956.43|153
29635316|-23.739|25000|-1|149|-956.51|158
29640325|-23.661|25000|-3|148|-956.51|157
29645307|-23.583|25000|1|149|-956.60|151
29650307|-23.504|25000|1|149|-956.69|151
29655300|-23.426|25000|1|148|-956.78|150
29660314|-23.347|25000|-13|149|-956.87|151
29665312|-23.269|25000|1|148|-956.95|159
29670320|-23.191|25000|3|149|-956.95|156
29675303|-23.112|25000|8|149|-956.95|150
29680311|-23.034|25000|-0|148|-957.04|151
29685316|-22.955|25000|-2|148|-957.13|158
29690301|-22.877|25000|1|148|-957.13|150
29695312|-22.799|25000|4|147|-957.22|150
29700312|-22.720|25000|0|149|-957.30|150
29705314|-22.642|25000|1|149|-957.30|149
29710308|-22.563|25000|1|149|-957.39|150
29715307|-22.485|25000|5|149|-957.48|150
29720308|-22.407|25000|1|149|-957.57|150
29725302|-22.328|25000|-1|148|-957.57|149
29730303|-22.250|25000|4|149|-957.57|150
29735301|-22.172|25000|3|148|-957.66|150
29740304|-22.093|25000|-2|148|-957.66|150
29745303|-22.015|25000|1|148|-957.74|151
29750315|-21.936|25000|-12|148|-957.83|150
29755305|-21.858|25000|1|147|-957.83|150
29760304|-21.780|25000|3|148|-957.92|150
29765308|-21.701|25000|0|148|-957.92|150
29770300|-21.623|25000|8|148|-958.01|149
29775308|-21.544|25000|4|148|-958.10|150
29780303|-21.466|25000|-51|148|-958.10|150
29785301|-21.388|25000|5|149|-958.18|150
29790303|-21.309|25000|1|148|-958.27|150
29795300|-21.231|25000|4|148|-958.27|150
29800303|-21.152|25000|8|147|-958.36|150
29805310|-21.074|25000|1|148|-958.45|150
29810313|-20.995|25000|4|148|-958.45|150
29815303|-20.917|25000|5|149|-958.54|150
29820300|-20.839|25000|5|148|-958.62|151
29825314|-20.760|25000|-2|149|-958.62|149
29830317|-20.682|25000|-2|148|-958.71|150
29835312|-20.603|25000|8|147|-958.71|149
29840310|-20.525|25000|-0|148|-958.80|150
29845307|-20.447|25000|1|149|-958.89|150
29850313|-20.368|25000|1|148|-958.89|151
29855314|-20.290|25000|3|148|-958.97|151
29860315|-20.211|25000|8|148|-958.97|150
29865311|-20.133|25000|-2|147|-959.06|149
29870311|-20.055|25000|27|149|-959.06|150
29875313|-19.976|25000|0|148|-959.15|150
29880308|-19.898|25000|4|149|-959.24|150
29885299|-19.820|25000|1|149|-959.24|150
29890310|-19.741|25000|1|148|-959.24|149
29895312|-19.663|25000|2|148|-959.33|150
29900316|-19.584|25000|0|149|-959.41|150
29905311|-19.506|25000|11|148|-959.41|149
29910306|-19.428|25000|1|148|-959.50|149
29915313|-19.349|25000|1|148|-959.50|150
29920305|-19.271|25000|-1|148|-959.59|149
29925311|-19.192|25000|-3|148|-959.59|149
29930309|-19.114|25000|1|149|-959.68|151
29935311|-19.036|25000|-2|149|-959.68|150
29940302|-18.957|25000|-0|148|-959.68|149
29945306|-18.879|25000|1|148|-959.77|150
29950299|-18.800|25000|-1|148|-959.77|149
29955308|-18.722|25000|1|148|-959.85|149
29960312|-18.643|25000|-5|149|-959.94|150
29965316|-18.565|25000|-1|148|-959.94|151
29970314|-18.487|25000|-2|149|-959.94|150
29975307|-18.408|25000|1|149|-960.03|151
29980301|-18.330|25000|-51|148|-960.03|150
29985313|-18.251|25000|-3|148|-960.12|150
29990305|-18.173|25000|1|148|-960.12|149
29995303|-18.095|25000|-5|148|-960.21|149
30000315|-18.016|25000|1|148|-960.21|150
30005301|-17.938|25000|-3|148|-960.21|150
30010315|-17.859|25000|1|148|-960.29|150
30015305|-17.781|25000|-3|153|-960.38|150
30020320|-17.703|25000|-2|149|-960.38|149
30025315|-17.624|25000|-3|151|-960.38|151
30030304|-17.546|25000|-2|150|-960.47|149
30035303|-17.468|25000|-0|150|-960.47|151
30040304|-17.389|25000|1|151|-960.56|150
30045306|-17.311|25000|1|150|-960.56|150
30050307|-17.233|25000|1|155|-960.64|149
30055305|-17.154|25000|1|148|-960.64|150
30060309|-17.076|25000|2|149|-960.64|151
30065314|-16.997|25000|1|148|-960.64|150
30070316|-16.919|25000|6|148|-960.73|152
30075315|-16.840|25000|0|149|-960.73|152
30080313|-16.762|25000|8|149|-960.82|151
30085312|-16.684|25000|4|149|-960.82|151
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
30090381|-16.605|25000|-52|148|-960.82|152
30095308|-16.527|25000|5|150|-960.91|149
30100319|-16.448|25000|-0|150|-960.91|152
30105329|-16.370|25000|7|157|-960.91|153
30110315|-16.292|25000|3|149|-960.91|150
30115317|-16.213|25000|8|148|-961.00|151
30120305|-16.135|25000|2|148|-961.08|152
30125309|-16.056|25000|1|147|-961.08|153
30130311|-15.978|25000|-5|148|-961.08|152
30135315|-15.900|25000|1|149|-961.08|160
30140316|-15.821|25000|-3|148|-961.17|150
30145310|-15.743|25000|1|148|-961.17|150
30150312|-15.664|25000|5|148|-961.26|150
30155305|-15.586|25000|1|148|-961.26|151
30160310|-15.508|25000|5|149|-961.26|151
30165307|-15.429|25000|1|149|-961.26|150
30170311|-15.351|25000|-2|149|-961.26|151
30175315|-15.272|25000|8|148|-961.35|150
30180316|-15.194|25000|1|149|-961.35|159
30185310|-15.116|25000|5|148|-961.35|150
30190301|-15.037|25000|2|148|-961.44|150
30195301|-14.959|25000|1|147|-961.44|149
30200312|-14.880|25000|1|149|-961.44|149
30205303|-14.802|25000|2|147|-961.44|150
30210300|-14.724|25000|-2|149|-961.44|149
30215308|-14.645|25000|1|149|-961.52|151
30220314|-14.567|25000|1|148|-961.52|150
30225314|-14.488|25000|5|149|-961.52|151
30230301|-14.410|25000|-63|148|-961.52|150
30235302|-14.332|25000|-21|148|-961.52|149
30240302|-14.253|25000|-23|148|-961.61|151
30245305|-14.175|25000|-13|148|-961.61|150
30250303|-14.097|25000|4|148|-961.61|149
30255299|-14.018|25000|-4|148|-961.61|150
30260306|-13.940|25000|-17|148|-961.70|151
30265312|-13.861|25000|2|149|-961.70|150
30270307|-13.783|25000|-2|148|-961.70|150
30275310|-13.704|25000|-5|147|-961.70|149
30280309|-13.626|25000|-55|148|-961.79|149
30285302|-13.548|25000|-6|148|-961.79|149
30290302|-13.469|25000|-13|149|-961.79|150
30295300|-13.391|25000|-16|149|-961.79|150
30300302|-13.313|25000|0|149|-961.79|150
30305311|-13.234|25000|-16|148|-961.79|149
